post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0016623,2025-03-30 09:25:22.954916,Video,86359,6,3709,4108,1419366,1516846,708,17,531,Hashtags,6.21,Lifestyle
IG0016624,2024-12-16 09:25:22.954916,Carousel,114610,614,2287,9425,1328344,1656170,900,2,483,Home Feed,7.66,Lifestyle
IG0016625,2025-08-25 09:25:22.954916,Photo,28089,5141,3918,13915,191619,251251,985,9,564,Explore,20.32,Technology
IG0016626,2025-01-29 09:25:22.954916,Carousel,180995,3831,3423,6099,503018,837879,454,14,133,Profile,23.2,Lifestyle
IG0016627,2025-04-30 09:25:22.954916,Photo,56871,1255,3784,9357,341651,707494,1660,14,837,Hashtags,10.07,Travel
IG0016628,2025-09-13 09:25:22.954916,Video,3148,6994,3997,11520,880492,1190855,510,22,578,Hashtags,2.15,Beauty
IG0016629,2025-08-06 09:25:22.954916,Carousel,69206,9788,910,14194,636612,838520,804,21,227,Reels Feed,11.22,Fitness
IG0016630,2025-03-06 09:25:22.954916,Reel,167780,296,4793,1405,987404,1387922,1769,20,313,Explore,12.56,Comedy
IG0016631,2025-06-27 09:25:22.954916,Video,68124,5188,1099,2813,1179411,1328599,137,23,747,Explore,5.81,Beauty
IG0016632,2025-07-26 09:25:22.954916,Video,121156,9745,3734,14506,1245014,1283322,141,0,698,External,11.62,Food
IG0016633,2025-09-13 09:25:22.954916,Reel,70160,8130,2333,269,676219,749891,984,27,383,Explore,10.79,Food
IG0016634,2025-08-21 09:25:22.954916,Reel,167338,656,4865,13287,511235,625467,176,0,365,Explore,29.76,Beauty
IG0016635,2025-07-04 09:25:22.954916,Carousel,161001,3832,4081,13479,348525,508326,1700,6,766,External,35.88,Travel
IG0016636,2024-11-21 09:25:22.954916,Video,143007,7533,4897,11778,557666,678104,1545,13,139,Home Feed,24.66,Comedy
IG0016637,2025-04-23 09:25:22.954916,Carousel,72207,7858,2508,13190,1429615,1523807,1864,1,888,Profile,6.28,Fitness
IG0016638,2024-12-12 09:25:22.954916,Carousel,49310,4423,2217,1329,465906,670949,13,0,787,Profile,8.54,Lifestyle
IG0016639,2025-06-17 09:25:22.954916,Video,64747,1565,725,14842,1398495,1715004,1488,5,69,External,4.77,Food
IG0016640,2025-02-14 09:25:22.954916,Video,63356,3569,2955,6914,1821472,2167658,1715,29,839,Explore,3.54,Food
IG0016641,2025-09-29 09:25:22.954916,Video,83899,405,4213,9465,731115,772192,616,19,487,Hashtags,12.69,Food
IG0016642,2025-10-11 09:25:22.954916,Carousel,95733,4675,4906,6524,374526,617084,194,18,975,External,18.12,Photography
IG0016643,2025-01-21 09:25:22.954916,Reel,43720,501,2678,6675,475679,683713,684,27,554,Reels Feed,7.84,Travel
IG0016644,2025-01-31 09:25:22.954916,Carousel,181891,5388,4508,6498,1632227,1669313,1287,10,343,Home Feed,11.88,Beauty
IG0016645,2024-12-07 09:25:22.954916,Reel,173603,3885,4058,11518,1173442,1451686,1894,10,601,Profile,13.3,Comedy
IG0016646,2025-04-23 09:25:22.954916,Photo,105362,5394,3705,1934,1040019,1082849,920,16,695,Reels Feed,10.75,Beauty
IG0016647,2025-11-15 09:25:22.954916,Carousel,115355,9731,276,8863,1508211,1800285,1047,10,938,Profile,7.46,Photography
IG0016648,2025-03-06 09:25:22.954916,Video,99819,147,4618,2693,588196,826045,283,27,453,Reels Feed,12.99,Food
IG0016649,2025-07-26 09:25:22.954916,Photo,3911,679,3035,8594,1174063,1544795,282,6,100,Profile,1.05,Technology
IG0016650,2025-05-22 09:25:22.954916,Photo,98307,9944,2455,14842,1566474,1925722,506,27,820,Reels Feed,6.52,Photography
IG0016651,2025-03-21 09:25:22.954916,Photo,51289,3429,4393,6120,1797913,2006921,1079,16,68,Hashtags,3.25,Travel
IG0016652,2025-03-10 09:25:22.954916,Photo,3946,2691,2353,12823,608665,753250,1190,16,350,Hashtags,2.9,Fitness
IG0016653,2025-11-13 09:25:22.954916,Video,155483,8755,4277,10615,922645,971488,15,0,632,Hashtags,18.44,Lifestyle
IG0016654,2025-10-28 09:25:22.954916,Photo,141686,6373,762,5186,567279,603149,760,2,754,Explore,25.53,Music
IG0016655,2025-03-23 09:25:22.954916,Video,46423,535,2909,11809,601273,992289,108,15,401,External,6.22,Comedy
IG0016656,2025-11-16 09:25:22.954916,Reel,123022,5550,437,1995,769396,1036073,1864,12,612,Hashtags,12.64,Photography
IG0016657,2025-04-08 09:25:22.954916,Reel,34512,7563,4243,8185,1087947,1574394,433,11,283,Explore,3.46,Fitness
IG0016658,2025-07-04 09:25:22.954916,Carousel,7505,3488,2803,12439,710918,1171255,1725,11,11,Home Feed,2.24,Music
IG0016659,2025-01-17 09:25:22.954916,Video,72558,7898,4297,2403,285089,539147,101,11,593,Hashtags,16.17,Fitness
IG0016660,2024-12-17 09:25:22.954916,Reel,76393,7152,854,12739,656278,1123962,1966,0,519,Explore,8.64,Beauty
IG0016661,2025-01-08 09:25:22.954916,Video,24107,8117,599,4747,1677571,1759917,705,2,644,Hashtags,2.13,Beauty
IG0016662,2025-06-03 09:25:22.954916,Reel,125769,6282,2200,10219,325906,696479,1599,1,332,Home Feed,20.74,Food
IG0016663,2025-05-28 09:25:22.954916,Video,48383,8147,1045,5483,539014,577028,274,22,207,Home Feed,10.93,Fashion
IG0016664,2025-11-02 09:25:22.954916,Carousel,36797,3885,3954,2118,1633737,1830070,1228,7,409,Reels Feed,2.55,Lifestyle
IG0016665,2025-04-10 09:25:22.954916,Carousel,133170,2495,1792,7542,517206,627939,1022,7,764,Profile,23.09,Travel
IG0016666,2025-05-21 09:25:22.954916,Carousel,53222,2169,2693,10153,270189,694943,1564,6,14,Reels Feed,9.82,Travel
IG0016667,2025-08-18 09:25:22.954916,Video,133509,4763,4152,7002,901200,1238889,282,16,970,External,12.06,Food
IG0016668,2024-11-30 09:25:22.954916,Photo,174882,806,2713,12229,339139,377643,1691,5,675,Profile,50.48,Beauty
IG0016669,2025-06-02 09:25:22.954916,Reel,34634,817,2392,4831,2814,358171,20,14,804,External,11.91,Food
IG0016670,2025-10-23 09:25:22.954916,Photo,142473,1963,3470,10769,50571,406554,2019,16,902,Profile,39.03,Technology
IG0016671,2025-07-05 09:25:22.954916,Video,37288,6750,3629,4582,1409340,1507896,441,21,171,Hashtags,3.47,Photography
IG0016672,2025-02-27 09:25:22.954916,Photo,160763,5042,1913,6995,307377,381110,409,12,523,Reels Feed,45.84,Photography
IG0016673,2025-11-07 09:25:22.954916,Reel,40178,8748,4038,6212,207956,429721,1720,29,28,External,13.77,Comedy
IG0016674,2025-08-29 09:25:22.954916,Video,38632,1067,4150,14440,1217292,1624892,1009,20,92,External,3.59,Beauty
IG0016675,2025-05-16 09:25:22.954916,Carousel,194976,7137,673,124,399116,861308,261,8,419,Profile,23.56,Fashion
IG0016676,2025-07-07 09:25:22.954916,Reel,92690,5074,3809,14852,598164,809872,10,8,689,Hashtags,14.38,Technology
IG0016677,2025-11-08 09:25:22.954916,Video,169506,2178,1744,3222,678493,768705,1283,4,576,Explore,22.98,Technology
IG0016678,2025-05-26 09:25:22.954916,Carousel,43978,9044,3822,6088,1866822,1963166,1868,14,777,External,3.21,Beauty
IG0016679,2025-03-08 09:25:22.954916,Reel,198898,8697,4302,4478,229666,645086,1042,1,663,Explore,33.54,Photography
IG0016680,2025-06-15 09:25:22.954916,Reel,79225,1476,2876,605,386918,562490,2113,3,582,Hashtags,14.97,Music
IG0016681,2025-01-31 09:25:22.954916,Photo,20768,9426,3886,13920,905401,939871,1969,13,961,Explore,5.11,Photography
IG0016682,2025-05-20 09:25:22.954916,Photo,199728,6322,4441,11364,1454311,1768502,1596,2,679,Home Feed,12.54,Comedy
IG0016683,2025-07-27 09:25:22.954916,Reel,14723,5561,1105,3201,451741,919215,1048,22,832,Reels Feed,2.68,Comedy
IG0016684,2025-05-19 09:25:22.954916,Carousel,88048,5153,4284,10909,1296058,1437771,1963,9,127,Explore,7.54,Beauty
IG0016685,2025-10-17 09:25:22.954916,Video,166790,9616,2369,1633,144619,320638,814,7,928,Hashtags,56.27,Lifestyle
IG0016686,2025-08-26 09:25:22.954916,Video,28419,5533,4280,30,96226,449040,2147,10,654,Home Feed,8.52,Lifestyle
IG0016687,2025-08-26 09:25:22.954916,Video,13041,7917,4537,9386,428912,448278,1259,3,951,Home Feed,7.78,Fashion
IG0016688,2024-11-23 09:25:22.954916,Photo,108547,9102,2661,13914,107660,320896,1048,15,896,Hashtags,41.83,Lifestyle
IG0016689,2025-11-04 09:25:22.954916,Photo,61832,9114,4233,4168,1804051,1997636,2004,1,358,Reels Feed,3.97,Fitness
IG0016690,2025-04-01 09:25:22.954916,Video,122007,7517,2145,7397,1558683,2029805,1989,28,59,Home Feed,6.85,Fitness
IG0016691,2025-02-01 09:25:22.954916,Carousel,81421,8660,3591,2596,557452,1041468,2029,28,915,Hashtags,9.24,Travel
IG0016692,2025-07-04 09:25:22.954916,Video,7503,7339,2993,14253,1622489,2060090,1422,2,165,Hashtags,1.56,Fitness
IG0016693,2025-03-07 09:25:22.954916,Reel,119059,4923,1142,10886,1783361,1803348,1780,5,135,External,7.54,Music
IG0016694,2025-09-09 09:25:22.954916,Photo,165393,8299,767,13220,1575794,2034898,563,29,328,Reels Feed,9.22,Music
IG0016695,2025-04-19 09:25:22.954916,Video,189417,2850,652,6638,230461,628952,198,23,492,Profile,31.73,Music
IG0016696,2024-12-13 09:25:22.954916,Carousel,34600,402,2752,12409,552224,1040860,134,27,527,Home Feed,4.82,Fitness
IG0016697,2025-03-24 09:25:22.954916,Photo,180401,4614,4057,4434,1129922,1132631,353,6,206,Reels Feed,17.08,Fashion
IG0016698,2025-05-24 09:25:22.954916,Video,173717,733,2726,2510,1612351,1921075,931,18,845,Profile,9.35,Photography
IG0016699,2025-01-05 09:25:22.954916,Photo,7689,9755,1393,5044,1191004,1384620,870,5,795,Explore,1.72,Beauty
IG0016700,2025-04-05 09:25:22.954916,Reel,141174,1028,155,2906,229641,257308,645,0,64,Hashtags,56.45,Food
IG0016701,2025-07-24 09:25:22.954916,Carousel,17422,1116,2001,12626,164087,605619,1833,9,681,Home Feed,5.48,Travel
IG0016702,2025-02-10 09:25:22.954916,Photo,3176,5339,1879,11570,1335191,1801601,55,8,51,Home Feed,1.22,Comedy
IG0016703,2025-11-15 09:25:22.954916,Carousel,35684,3284,2354,6782,212390,247108,662,12,693,Explore,19.47,Technology
IG0016704,2025-03-30 09:25:22.954916,Video,177339,6927,363,13145,1331607,1545276,1440,2,923,Profile,12.8,Comedy
IG0016705,2025-08-17 09:25:22.954916,Photo,194227,5500,4642,13614,310516,725130,1524,12,293,Home Feed,30.06,Travel
IG0016706,2025-07-02 09:25:22.954916,Photo,66405,1416,4646,8706,1877481,2089091,155,7,939,Hashtags,3.89,Comedy
IG0016707,2025-07-21 09:25:22.954916,Carousel,137008,9092,2800,13442,19517,315184,1038,26,189,Reels Feed,51.51,Photography
IG0016708,2025-09-09 09:25:22.954916,Video,136336,8780,1325,5157,329066,645329,249,11,527,Home Feed,23.49,Comedy
IG0016709,2025-08-18 09:25:22.954916,Reel,107145,2983,4197,9414,969591,1191887,2041,18,729,Explore,10.38,Comedy
IG0016710,2025-10-15 09:25:22.954916,Reel,155601,7406,2974,4901,1732786,2057429,638,1,240,Reels Feed,8.31,Photography
IG0016711,2025-08-15 09:25:22.954916,Carousel,81535,6863,912,13598,61407,136721,1591,3,401,External,75.27,Photography
IG0016712,2025-09-06 09:25:22.954916,Photo,27237,8628,2972,11123,1442818,1716988,683,3,539,Profile,2.91,Fitness
IG0016713,2024-12-09 09:25:22.954916,Carousel,177269,378,2684,2977,428699,766474,921,0,182,Reels Feed,23.92,Photography
IG0016714,2025-03-19 09:25:22.954916,Video,142202,161,3145,10263,1207468,1292198,1469,14,90,External,12.05,Food
IG0016715,2024-12-18 09:25:22.954916,Video,77834,6812,2772,11909,1010140,1326445,386,18,66,External,7.49,Lifestyle
IG0016716,2024-12-04 09:25:22.954916,Reel,134965,699,2917,3983,506362,755824,500,17,458,Reels Feed,18.86,Food
IG0016717,2025-06-13 09:25:22.954916,Photo,66258,625,3505,3711,376362,621453,595,24,754,Home Feed,11.92,Comedy
IG0016718,2025-11-01 09:25:22.954916,Photo,50569,7115,2237,1346,260334,488980,1911,24,827,Reels Feed,12.53,Food
IG0016719,2025-03-29 09:25:22.954916,Video,90718,3515,2703,217,708542,945154,1043,26,322,Reels Feed,10.28,Travel
IG0016720,2025-11-10 09:25:22.954916,Video,166085,8482,3921,14015,1834587,1940900,1146,21,945,Explore,9.92,Beauty
IG0016721,2025-01-17 09:25:22.954916,Video,62232,9054,4274,12950,573412,681267,418,7,275,Profile,12.99,Lifestyle
IG0016722,2025-02-26 09:25:22.954916,Video,2601,2792,4876,508,784001,1041611,269,23,496,Reels Feed,1.03,Beauty
IG0016723,2025-09-27 09:25:22.954916,Video,178915,7220,274,9281,1229683,1381458,862,2,640,Hashtags,14.17,Technology
IG0016724,2025-05-15 09:25:22.954916,Video,174079,5676,4993,13641,77393,301229,1473,1,383,Home Feed,65.86,Food
IG0016725,2025-06-07 09:25:22.954916,Carousel,119152,7848,173,8539,1533379,1968874,308,17,827,Home Feed,6.89,Beauty
IG0016726,2024-12-16 09:25:22.954916,Reel,128433,3218,4052,3559,157688,375172,1915,20,134,External,37.12,Photography
IG0016727,2025-09-03 09:25:22.954916,Reel,160970,7126,4270,2389,1175045,1178922,2012,1,815,Hashtags,14.82,Fashion
IG0016728,2025-01-05 09:25:22.954916,Video,20321,6137,3331,10063,1756825,1937936,1540,2,459,Profile,2.06,Fashion
IG0016729,2025-07-23 09:25:22.954916,Carousel,27897,5251,421,10956,1841091,2086037,1229,10,52,Hashtags,2.13,Photography
IG0016730,2025-10-15 09:25:22.954916,Video,21746,1840,381,10753,613523,1001487,522,15,359,Hashtags,3.47,Beauty
IG0016731,2025-04-14 09:25:22.954916,Video,80244,4358,4116,417,952124,964634,2053,11,847,Reels Feed,9.24,Comedy
IG0016732,2025-09-11 09:25:22.954916,Photo,68811,1389,2835,6719,566271,655597,1470,18,450,External,12.17,Photography
IG0016733,2025-04-28 09:25:22.954916,Carousel,39582,6019,653,11629,606103,644025,1804,23,545,Explore,8.99,Lifestyle
IG0016734,2025-04-10 09:25:22.954916,Reel,146510,8435,541,13137,891258,1046474,113,28,661,Profile,16.11,Music
IG0016735,2025-02-21 09:25:22.954916,Video,185814,5133,1412,8525,1541630,2028083,1314,28,52,Hashtags,9.91,Travel
IG0016736,2025-09-08 09:25:22.954916,Video,16888,33,1454,9302,1267641,1615137,1795,17,850,Hashtags,1.71,Comedy
IG0016737,2025-09-23 09:25:22.954916,Video,120148,6621,3694,8411,1980537,2272137,1081,5,375,Profile,6.11,Lifestyle
IG0016738,2025-06-05 09:25:22.954916,Photo,186880,1762,4405,10897,953853,1450725,945,11,209,Reels Feed,14.06,Beauty
IG0016739,2024-12-24 09:25:22.954916,Video,179640,8243,3040,907,887493,1125950,62,20,560,Home Feed,17.04,Comedy
IG0016740,2025-05-06 09:25:22.954916,Video,170116,8202,3753,12614,17118,54615,1055,27,944,Home Feed,356.47,Comedy
IG0016741,2025-08-25 09:25:22.954916,Carousel,134896,88,1599,3603,1802668,2077058,335,9,123,Reels Feed,6.75,Beauty
IG0016742,2025-08-13 09:25:22.954916,Carousel,176078,4471,725,11817,35922,419356,933,17,818,Home Feed,46.04,Photography
IG0016743,2024-12-11 09:25:22.954916,Video,55688,8821,3173,5491,1082127,1495205,603,22,915,External,4.89,Beauty
IG0016744,2025-10-08 09:25:22.954916,Carousel,25530,1821,4171,5320,1995328,2024318,479,13,444,Profile,1.82,Food
IG0016745,2025-02-20 09:25:22.954916,Reel,61064,4875,3494,11539,1832643,2053862,412,2,366,Hashtags,3.94,Food
IG0016746,2025-03-08 09:25:22.954916,Video,36401,368,3443,12403,417556,578640,466,3,805,Explore,9.09,Travel
IG0016747,2025-10-03 09:25:22.954916,Reel,151574,82,360,1424,434444,600591,1420,30,179,Hashtags,25.55,Fashion
IG0016748,2024-11-21 09:25:22.954916,Carousel,69083,1922,453,9635,1111049,1340285,1973,6,409,Profile,6.05,Fitness
IG0016749,2025-04-03 09:25:22.954916,Reel,144659,113,4938,232,402693,411905,814,30,254,Profile,36.4,Travel
IG0016750,2025-06-19 09:25:22.954916,Reel,164724,6632,1622,5151,302998,590069,369,21,421,Home Feed,30.19,Travel
IG0016751,2025-11-10 09:25:22.954916,Photo,148074,1101,1033,12678,1341176,1821945,1845,30,973,Explore,8.94,Music
IG0016752,2025-07-27 09:25:22.954916,Video,113813,3831,904,3286,1478469,1916755,1577,29,79,External,6.36,Fitness
IG0016753,2025-01-24 09:25:22.954916,Photo,162368,8624,2101,5626,1253684,1688107,1310,5,2,Reels Feed,10.59,Fashion
IG0016754,2025-07-12 09:25:22.954916,Video,53600,7712,4850,10860,540102,951925,338,7,487,External,8.09,Comedy
IG0016755,2024-12-29 09:25:22.954916,Carousel,120285,1328,83,95,512779,779873,1432,14,668,Reels Feed,15.62,Fitness
IG0016756,2025-11-17 09:25:22.954916,Photo,182464,5194,749,4922,1633064,1645045,943,13,152,External,11.75,Music
IG0016757,2025-05-20 09:25:22.954916,Carousel,5396,5121,3576,10072,1419521,1651640,1970,14,607,Profile,1.46,Technology
IG0016758,2025-11-01 09:25:22.954916,Carousel,131768,9912,4765,5184,469699,795973,1809,4,394,Hashtags,19.05,Travel
IG0016759,2025-07-01 09:25:22.954916,Carousel,164284,1497,3253,491,1914994,2153598,2057,1,264,Home Feed,7.87,Beauty
IG0016760,2025-08-05 09:25:22.954916,Reel,14498,7887,4792,2279,548001,990796,1757,30,723,Profile,2.97,Travel
IG0016761,2025-05-31 09:25:22.954916,Reel,61856,8851,4610,10417,1138472,1515154,411,16,822,Profile,5.66,Photography
IG0016762,2025-04-03 09:25:22.954916,Video,28506,8595,1621,378,1150774,1401598,474,10,800,Explore,2.79,Music
IG0016763,2025-10-04 09:25:22.954916,Reel,133760,7559,2061,2261,564810,1011650,754,28,107,Reels Feed,14.4,Travel
IG0016764,2025-08-12 09:25:22.954916,Carousel,115509,5739,770,7502,464024,714032,444,22,745,Hashtags,18.14,Travel
IG0016765,2025-06-05 09:25:22.954916,Carousel,3171,6129,3684,3020,404959,771110,1102,4,761,Home Feed,2.08,Fitness
IG0016766,2025-04-05 09:25:22.954916,Carousel,80461,5956,2081,9012,285048,531049,555,24,220,Home Feed,18.36,Fitness
IG0016767,2025-09-28 09:25:22.954916,Photo,90209,8056,1744,2761,1869559,2012174,1444,25,996,Hashtags,5.11,Beauty
IG0016768,2025-06-04 09:25:22.954916,Photo,155002,7149,712,13898,64723,564264,2162,28,702,Reels Feed,31.33,Lifestyle
IG0016769,2025-08-10 09:25:22.954916,Video,96431,1230,3629,4298,393910,515043,1410,15,181,Explore,20.5,Photography
IG0016770,2024-11-30 09:25:22.954916,Carousel,194962,8528,4863,1612,110471,553517,556,0,327,Home Feed,37.93,Beauty
IG0016771,2025-10-28 09:25:22.954916,Video,113319,1479,3236,2623,922486,981403,1237,7,636,External,12.29,Technology
IG0016772,2025-02-08 09:25:22.954916,Photo,171710,7093,2095,10706,1997202,2064543,999,30,802,Explore,9.28,Photography
IG0016773,2025-10-08 09:25:22.954916,Reel,178528,3151,331,6124,627860,800128,1821,5,803,Home Feed,23.51,Fitness
IG0016774,2025-05-11 09:25:22.954916,Video,152881,8215,2201,11688,1424984,1589232,526,12,961,External,11.01,Travel
IG0016775,2025-09-30 09:25:22.954916,Video,19942,2607,2490,11460,980861,1163675,1964,29,280,Hashtags,3.14,Comedy
IG0016776,2025-01-30 09:25:22.954916,Photo,24867,5471,2554,7149,1693028,2057105,1390,1,211,Home Feed,1.95,Travel
IG0016777,2025-08-21 09:25:22.954916,Video,13762,3039,4196,10447,1404850,1538221,546,14,6,Home Feed,2.04,Fashion
IG0016778,2025-01-28 09:25:22.954916,Carousel,7502,6645,2422,3159,453155,533033,209,16,511,Explore,3.7,Beauty
IG0016779,2025-06-23 09:25:22.954916,Photo,156740,360,3164,10380,483327,748790,1082,22,259,Profile,22.79,Photography
IG0016780,2024-12-09 09:25:22.954916,Reel,58429,9849,2072,10806,732676,969526,862,26,30,Profile,8.37,Comedy
IG0016781,2025-03-30 09:25:22.954916,Photo,26282,9896,3740,7841,1866338,2049678,1091,21,844,External,2.33,Fashion
IG0016782,2025-01-17 09:25:22.954916,Carousel,35357,4726,589,3664,1377914,1813472,124,9,100,Hashtags,2.44,Technology
IG0016783,2025-05-31 09:25:22.954916,Photo,152976,5577,4980,5570,1600226,1791768,1240,11,437,Profile,9.44,Travel
IG0016784,2025-06-30 09:25:22.954916,Video,184073,9869,3742,7124,868628,1057418,685,1,44,Profile,19.37,Lifestyle
IG0016785,2025-09-08 09:25:22.954916,Photo,103240,7341,3832,7225,999806,1429817,1059,17,812,Profile,8.51,Music
IG0016786,2024-12-12 09:25:22.954916,Photo,94635,4564,817,7948,998115,1163685,1472,2,449,Hashtags,9.28,Fashion
IG0016787,2025-07-02 09:25:22.954916,Reel,64370,3112,4597,10469,97497,441998,222,28,908,Hashtags,18.68,Travel
IG0016788,2025-08-22 09:25:22.954916,Photo,197891,9801,234,10280,1614911,1823015,1643,10,566,Home Feed,11.97,Travel
IG0016789,2025-08-07 09:25:22.954916,Carousel,54924,3710,1866,6418,1411745,1671661,83,27,349,Reels Feed,4.0,Photography
IG0016790,2024-12-09 09:25:22.954916,Video,148114,312,4385,13376,732685,828860,877,29,203,External,20.05,Photography
IG0016791,2025-08-16 09:25:22.954916,Carousel,185049,5948,1376,11586,663602,783951,1604,18,656,Home Feed,26.02,Lifestyle
IG0016792,2025-02-17 09:25:22.954916,Carousel,115592,8427,3122,10233,1534428,1651644,561,8,981,External,8.32,Fashion
IG0016793,2025-10-10 09:25:22.954916,Photo,176675,8396,4095,4459,1746026,1754118,1361,10,714,Home Feed,11.04,Fitness
IG0016794,2025-09-30 09:25:22.954916,Carousel,54752,954,2937,841,1557529,1796497,424,0,70,Explore,3.31,Photography
IG0016795,2025-03-02 09:25:22.954916,Reel,38540,6441,326,7083,555800,648637,76,30,52,Profile,8.08,Music
IG0016796,2025-05-24 09:25:22.954916,Carousel,148268,5692,4392,7561,652880,1000261,1096,19,909,External,16.59,Travel
IG0016797,2025-04-21 09:25:22.954916,Carousel,40610,8405,16,1258,162630,403621,1053,3,975,External,12.46,Travel
IG0016798,2025-02-25 09:25:22.954916,Video,158535,3887,4363,14493,1191760,1433160,1694,11,870,External,12.65,Technology
IG0016799,2025-07-07 09:25:22.954916,Carousel,186160,6295,4873,10986,1554233,1662863,850,18,115,Hashtags,12.53,Technology
IG0016800,2025-10-04 09:25:22.954916,Photo,168426,2036,348,1817,807326,1087712,698,15,580,Reels Feed,15.87,Lifestyle
IG0016801,2025-08-30 09:25:22.954916,Carousel,121071,1360,3801,1921,399302,598539,476,9,512,Hashtags,21.41,Fashion
IG0016802,2025-03-30 09:25:22.954916,Video,85096,5359,3067,7424,1071711,1416723,1013,2,226,Profile,7.13,Food
IG0016803,2025-08-07 09:25:22.954916,Video,46689,1450,1931,3466,1962884,2246466,235,19,297,Hashtags,2.38,Comedy
IG0016804,2025-06-14 09:25:22.954916,Video,151022,8173,3435,4208,1514053,1989490,1524,17,118,Explore,8.39,Photography
IG0016805,2025-10-19 09:25:22.954916,Reel,40663,8664,3881,6490,212686,216543,1603,28,828,Home Feed,27.57,Fashion
IG0016806,2025-09-28 09:25:22.954916,Video,169634,7294,2518,6575,1242290,1464151,895,13,247,Reels Feed,12.71,Travel
IG0016807,2025-08-11 09:25:22.954916,Reel,42179,7920,4748,1697,1406985,1710383,102,30,968,Home Feed,3.31,Beauty
IG0016808,2025-06-26 09:25:22.954916,Photo,58027,1448,2226,4546,1436173,1823727,774,14,735,Profile,3.63,Technology
IG0016809,2025-04-11 09:25:22.954916,Photo,64395,1252,161,6047,63284,113709,1324,6,848,Reels Feed,63.19,Comedy
IG0016810,2025-06-19 09:25:22.954916,Reel,4853,1601,2573,3120,1314651,1678764,698,2,550,Explore,0.72,Photography
IG0016811,2025-07-02 09:25:22.954916,Photo,139608,8937,3181,11619,1610956,1814119,1090,5,118,Home Feed,9.0,Fitness
IG0016812,2025-01-24 09:25:22.954916,Video,45537,9661,4346,14706,1909400,2382584,582,19,988,Explore,3.12,Fitness
IG0016813,2025-01-12 09:25:22.954916,Video,97104,5330,4157,11061,161323,553125,269,11,202,External,21.27,Technology
IG0016814,2025-04-20 09:25:22.954916,Video,13897,1661,4038,7277,1603229,1978637,244,25,302,Profile,1.36,Fashion
IG0016815,2025-02-04 09:25:22.954916,Photo,22713,468,1603,3083,707484,959341,367,18,826,Explore,2.9,Photography
IG0016816,2024-12-12 09:25:22.954916,Carousel,168435,6663,2734,3624,595015,605932,769,7,617,External,29.95,Comedy
IG0016817,2025-10-25 09:25:22.954916,Reel,157022,385,26,3529,289503,579082,1994,8,313,Home Feed,27.8,Travel
IG0016818,2025-10-21 09:25:22.954916,Carousel,74055,8455,4758,5740,605153,711201,948,4,498,Reels Feed,13.08,Fashion
IG0016819,2025-11-16 09:25:22.954916,Video,7604,9927,257,13505,1043329,1314398,1105,28,792,Hashtags,2.38,Technology
IG0016820,2025-05-07 09:25:22.954916,Photo,12762,4271,4827,14809,362439,642060,1716,28,742,Home Feed,5.71,Lifestyle
IG0016821,2025-10-10 09:25:22.954916,Photo,168278,2383,4314,10447,125213,275967,298,6,740,Profile,67.19,Food
IG0016822,2025-09-23 09:25:22.954916,Carousel,199581,4149,3693,11942,1262088,1723583,97,13,528,External,12.73,Fashion
IG0016823,2025-09-13 09:25:22.954916,Photo,163947,5460,655,13845,543117,977078,1732,26,971,Reels Feed,18.82,Music
IG0016824,2025-07-14 09:25:22.954916,Reel,141500,2555,3032,1079,961359,1198322,1907,19,197,Reels Feed,12.36,Photography
IG0016825,2025-07-10 09:25:22.954916,Reel,155751,3808,1914,11867,1039948,1214236,1443,28,825,Profile,14.28,Fitness
IG0016826,2025-07-30 09:25:22.954916,Video,136022,8891,1595,9839,1986697,2372935,162,20,998,Explore,6.59,Music
IG0016827,2025-10-31 09:25:22.954916,Photo,101650,6467,4365,14561,259365,309631,375,21,778,Profile,41.03,Fashion
IG0016828,2025-07-24 09:25:22.954916,Photo,152463,2249,1410,2018,1985918,2368589,1820,10,523,Explore,6.68,Fashion
IG0016829,2025-08-16 09:25:22.954916,Carousel,8448,6596,1785,8936,863256,1178188,53,3,836,Reels Feed,2.19,Music
IG0016830,2025-02-28 09:25:22.954916,Photo,152712,9660,1000,10308,370380,506723,1333,18,714,Home Feed,34.28,Lifestyle
IG0016831,2025-11-16 09:25:22.954916,Photo,21961,2245,2376,7629,49471,86152,2065,6,612,Hashtags,39.71,Music
IG0016832,2024-12-21 09:25:22.954916,Carousel,176662,7124,2743,10643,641960,1031722,1538,6,626,External,19.11,Travel
IG0016833,2024-12-07 09:25:22.954916,Photo,191253,5309,3899,6579,126317,157373,1152,12,9,Profile,131.56,Comedy
IG0016834,2025-09-05 09:25:22.954916,Photo,174568,6308,1334,3999,74829,121739,1433,28,949,Home Feed,152.96,Music
IG0016835,2025-02-05 09:25:22.954916,Video,100453,9035,2577,5731,816389,914759,1675,1,860,Reels Feed,12.88,Music
IG0016836,2024-11-23 09:25:22.954916,Photo,92402,6331,3046,11903,1480061,1772738,85,4,9,Profile,6.41,Photography
IG0016837,2025-11-19 09:25:22.954916,Photo,7408,3659,2657,1254,1292162,1606047,1479,13,569,Reels Feed,0.93,Comedy
IG0016838,2025-01-04 09:25:22.954916,Video,119835,8653,1140,10162,1412514,1738805,1182,1,833,Reels Feed,8.04,Food
